Time (s),Heart Rate (bpm)
280.9364548494983,78.7
281.9397993311037,79.51
282.943143812709,79.93
283.9464882943144,79.96
284.94983277591973,79.59
285.95317725752506,78.84
286.95652173913044,77.73
287.95986622073576,76.31
288.96321070234114,74.63
289.96655518394647,72.77
290.96989966555185,70.8
291.9732441471572,68.8
292.97658862876256,66.84
293.9799331103679,65.02
294.98327759197326,63.39
295.9866220735786,62.03
296.98996655518397,60.98
297.9933110367893,60.3
298.9966555183947,60.01
300.0,60.12
