Time (s),Heart Rate (bpm)
243.81270903010034,69.13
244.8160535117057,71.13
245.81939799331104,73.09
246.8227424749164,74.93
247.82608695652175,76.56
248.8294314381271,77.93
249.83277591973243,78.99
250.83612040133778,79.68
251.83946488294313,79.99
252.8428093645485,79.89
253.84615384615384,79.4
254.8494983277592,78.53
255.85284280936455,77.32
256.8561872909699,75.81
257.8595317725752,74.07
258.8628762541806,72.17
259.86622073578593,70.18
260.8695652173913,68.18
261.87290969899664,66.26
262.876254180602,64.49
263.87959866220734,62.93
264.8829431438127,61.66
265.88628762541805,60.73
266.88963210702343,60.17
267.89297658862876,60.0
268.89632107023414,60.24
269.89966555183946,60.86
270.90301003344484,61.85
271.90635451505017,63.17
272.9096989966555,64.77
273.9130434782609,66.57
274.9163879598662,68.51
275.9197324414716,70.51
276.9230769230769,72.49
277.9264214046823,74.37
278.9297658862876,76.08
279.933110367893,77.54
280.9364548494983,78.7
281.9397993311037,79.51
282.943143812709,79.93
283.9464882943144,79.96
284.94983277591973,79.59
285.95317725752506,78.84
286.95652173913044,77.73
287.95986622073576,76.31
288.96321070234114,74.63
289.96655518394647,72.77
290.96989966555185,70.8
291.9732441471572,68.8
292.97658862876256,66.84
293.9799331103679,65.02
294.98327759197326,63.39
295.9866220735786,62.03
296.98996655518397,60.98
297.9933110367893,60.3
298.9966555183947,60.01
300.0,60.12
